timestamp,price
2025-08-08 19:04:14.221,116506.94482165811
2025-08-08 20:04:00.556,116449.75033943536
2025-08-08 21:09:38.840,116834.12792892547
2025-08-08 22:02:52.050,116951.43064524583
2025-08-08 23:05:57.409,116895.02084894278
2025-08-09 00:06:47.589,116686.72473635004
2025-08-09 01:09:28.000,116611.67486663083
2025-08-09 02:09:05.258,116566.64327820552
2025-08-09 03:04:22.156,116441.19539824275
2025-08-09 04:03:56.094,116397.67926922366
2025-08-09 05:09:05.226,116423.53362042307
2025-08-09 06:09:43.458,116708.22561872333
2025-08-09 07:04:46.588,116653.89502137293
2025-08-09 08:09:55.122,116768.27206611432
2025-08-09 09:09:39.954,117077.76520803696
2025-08-09 10:11:12.754,117533.0938367717
2025-08-09 11:04:23.919,117441.67571151303
2025-08-09 12:09:31.285,117108.46189936704
2025-08-09 13:01:35.758,117097.50306534256
2025-08-09 14:00:57.348,116996.92141091316
2025-08-09 15:04:23.441,116965.931269068
2025-08-09 16:04:30.776,116845.40417692252
2025-08-09 17:03:27.918,116667.73371007525
2025-08-09 18:09:00.518,116660.84198406573
2025-08-09 19:08:36.104,116647.05734217919
2025-08-09 20:09:30.112,116541.07584253287
2025-08-09 21:09:42.014,116772.10508620345
2025-08-09 22:00:52.671,116558.88597472935
2025-08-09 23:03:31.847,116566.51461542826
2025-08-10 00:04:22.718,116500.75461167548
2025-08-10 01:04:44.413,116751.1710115442
2025-08-10 02:09:51.382,116590.00131863818
2025-08-10 03:09:40.062,117185.6437180893
2025-08-10 04:09:40.094,118538.65921139685
2025-08-10 05:05:34.524,118475.54198995137
2025-08-10 06:08:46.539,118131.42066249595
2025-08-10 07:02:32.178,118090.62338617022
2025-08-10 08:09:49.498,117703.56878418477
2025-08-10 09:04:25.722,118334.58450952364
2025-08-10 10:03:31.843,118274.41454652132
2025-08-10 11:06:37.087,118029.60218713529
2025-08-10 12:09:20.429,118379.76563177402
2025-08-10 13:08:50.283,118555.1485677981
2025-08-10 14:08:45.387,118525.12058429095
2025-08-10 15:04:12.516,118769.18117027791
2025-08-10 16:08:52.375,118850.97436498552
2025-08-10 17:04:57.659,118651.23706385492
2025-08-10 18:03:00.796,118529.32474061087
2025-08-10 19:08:53.556,118544.25854208015
2025-08-10 20:08:34.773,118667.49106893358
2025-08-10 21:09:58.195,118199.18286311012
2025-08-10 22:09:35.415,118706.00947854224
2025-08-10 23:03:50.568,119034.73953042638
2025-08-11 00:06:07.824,119248.44827754395
2025-08-11 01:08:22.244,119164.91952585697
2025-08-11 02:03:48.310,119884.43571196456
2025-08-11 03:09:41.482,121778.22038654986
2025-08-11 04:08:59.973,121768.13958561119
2025-08-11 05:04:53.796,122019.47351481064
2025-08-11 06:02:18.822,122002.44532495784
2025-08-11 07:04:47.460,122227.46933490643
2025-08-11 08:09:11.260,121429.25321241302
2025-08-11 09:13:59.934,121631.06594087846
2025-08-11 10:04:11.872,121335.5774995321
2025-08-11 11:05:00.657,121120.14375587818
2025-08-11 12:04:23.615,120483.17470655062
2025-08-11 13:08:17.602,119580.94978885303
2025-08-11 14:04:08.584,119923.9513771743
2025-08-11 15:09:39.853,120124.3733013551
2025-08-11 16:09:27.208,120305.33180520462
